0,-0.954670753,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-1.143315016,-0.131437599,-0.204124145,-0.252645576,-0.165521178,-4.45374365,-1.703523483,-0.860702744,-1.526583816,-0.63819166,-0.433892768,-0.733716936,-1.354564316
0,-0.757152666,1.195912183,-0.234307878,-0.253559494,-0.433832072,-1.143315016,-1.027603045,-0.204124145,-0.252645576,-0.165521178,-4.45374365,-1.699604689,-0.785224573,-1.323742491,-0.712717739,-0.77024375,-0.733716936,-1.354564316
0,-0.954670753,1.195912183,-0.234307878,-0.253559494,-0.433832072,-1.143315016,-0.131437599,-0.204124145,-0.252645576,-0.165521178,-4.45374365,-1.689415823,-0.588981329,-0.796355044,-0.116509104,0.238809198,-0.733716936,-0.983450805
0,-0.757152666,2.631006803,-0.234307878,-0.253559494,-0.433832072,-1.143315016,-1.027603045,-0.204124145,3.958114029,-0.165521178,-4.45374365,-1.649444119,0.180896017,1.029216886,2.715481912,3.265968042,-0.733716936,-0.983450805
0,-0.559634579,4.066101422,-0.234307878,-0.253559494,-0.433832072,-1.143315016,-0.131437599,4.898979486,-0.252645576,-0.165521178,-4.45374365,-1.649444119,0.180896017,0.82637556,-1.085348136,-0.77024375,-0.733716936,-0.983450805
100,-0.757152666,4.066101422,-0.234307878,-0.253559494,-0.433832072,-1.143315016,0.764727848,-0.204124145,-0.252645576,-0.165521178,-4.45374365,-1.645525325,0.256374188,0.50182944,-0.712717739,-0.433892768,-0.733716936,-0.983450805
0,-0.559634579,5.501196042,-0.234307878,-0.253559494,-0.433832072,-1.143315016,-0.131437599,4.898979486,-0.252645576,-0.165521178,-4.45374365,-1.640822771,0.346947993,-1.323742491,-0.63819166,-0.77024375,-0.733716936,-0.983450805
0,-0.757152666,5.501196042,-0.234307878,-0.253559494,-0.433832072,-1.143315016,0.764727848,-0.204124145,-0.252645576,-0.165521178,-4.45374365,-1.62749887,0.603573775,-0.634081984,0.181595213,0.911511163,-0.733716936,-0.983450805
0,-0.559634579,6.936290662,-0.234307878,-0.253559494,-0.433832072,-1.143315016,-0.131437599,-0.204124145,-0.252645576,-0.165521178,-4.45374365,-1.600851067,1.116825338,0.542397705,1.448538563,1.247862146,-0.733716936,-0.983450805
0,-0.362116492,8.371385282,-0.234307878,-0.253559494,-0.433832072,-1.143315016,0.764727848,-0.204124145,-0.252645576,-0.165521178,-4.45374365,-1.58439213,1.433833657,1.150921681,0.479699531,0.57516018,-0.733716936,-0.983450805
0,-0.559634579,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-0.650506819,-0.131437599,-0.204124145,-0.252645576,-0.165521178,-4.45374365,-1.580473336,-0.860702744,0.6641025,-0.712717739,-0.77024375,-0.733716936,-0.983450805
0,-0.362116492,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-0.650506819,-1.027603045,-0.204124145,-0.252645576,-0.165521178,0.80311136,-1.565581917,-0.573885694,0.055578523,0.330647372,0.238809198,-0.733716936,-0.983450805
0,-0.164598406,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-0.650506819,-0.131437599,-0.204124145,-0.252645576,-0.165521178,3.43154675,-1.545204185,-0.181399205,0.258419849,0.852329928,0.238809198,-0.733716936,-0.983450805
0,-0.362116492,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-0.650506819,0.764727848,-0.204124145,-0.252645576,-0.165521178,1.85448867,-1.537366596,-0.030442862,0.461261174,-0.340087342,-0.097541785,-0.733716936,-0.983450805
0,-0.559634579,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-0.650506819,-0.131437599,-0.204124145,-0.252645576,-0.165521178,0.80311136,-1.53501532,0.01484404,-0.187831067,-0.861769898,-0.77024375,-0.733716936,-0.983450805
0,-0.362116492,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-0.650506819,-1.027603045,-0.204124145,-0.252645576,-0.165521178,2.305069934,-1.531096525,0.090322211,-1.039764635,-0.712717739,-0.433892768,-0.733716936,-0.983450805
-100,-0.559634579,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-0.650506819,-0.131437599,-0.204124145,-0.252645576,-0.165521178,1.46022415,-1.527177731,0.165800383,-1.242605961,-0.712717739,-0.77024375,-0.733716936,-0.983450805
100,-0.757152666,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-0.650506819,-1.027603045,-0.204124145,-0.252645576,-0.165521178,0.80311136,-1.515421347,0.392234896,-0.755786779,0.032543055,-0.097541785,-0.733716936,-0.983450805
0,-0.559634579,-0.239182437,-0.234307878,-0.253559494,-0.433832072,-0.650506819,-0.131437599,4.898979486,-0.252645576,-0.165521178,0.80311136,-1.515421347,-0.860702744,-0.958628105,-1.085348136,-0.77024375,-0.733716936,-0.983450805
0,-0.362116492,-0.239182437,1.363245833,-0.253559494,-0.433832072,-0.650506819,0.764727848,-0.204124145,-0.252645576,-0.165521178,0.80311136,-1.501313687,-0.588981329,-0.431240658,0.256121293,0.57516018,-0.733716936,-0.983450805
0,-0.559634579,-0.239182437,1.363245833,-0.253559494,-0.433832072,-0.650506819,1.660893294,-0.204124145,-0.252645576,-0.165521178,0.80311136,-1.495827375,-0.483311889,-0.755786779,-0.56366558,-0.433892768,-0.733716936,-0.983450805
0,-0.362116492,-0.239182437,2.960799544,-0.253559494,-0.433832072,-0.650506819,0.764727848,-0.204124145,-0.252645576,-0.165521178,0.80311136,-1.462909501,0.150704748,0.948080356,2.044747198,1.920564111,-0.733716936,-0.983450805
