0,0,0.180336133,-0.259349861,-0.236081294,-0.238944437,-0.378800226,-1.355655393,0.026563087,-0.282739917,-0.274323269,-0.143542313,-5.202474794,-1.673346577,-0.917616467,-1.261405947,-0.181984354,0.234128126,0,-0.248191053,-0.239567013,-0.235776255,-0.377755099,-1.368325149,-0.225653224,-0.285506267,-0.218985995,-4.14800737,-1.769215921,-0.933638759,-1.193845184,0.079209419,0
1,1,0.288044932,1.069594599,-0.236081294,-0.238944437,-0.378800226,-1.355655393,-0.762891858,3.536819321,-0.274323269,-0.143542313,-5.202474794,-1.672912312,-0.890295441,-1.208178763,-0.901231371,-0.746833513,1,-0.248191053,-0.239567013,-0.235776255,-0.377755099,-1.368325149,-0.225653224,-0.285506267,-0.218985995,-4.14800737,-1.76787094,-0.848293801,-1.017450772,-0.741168553,0
0,1,0.395753731,2.398539059,-0.236081294,-0.238944437,-0.378800226,-1.355655393,0.026563087,-0.282739917,-0.274323269,-0.143542313,-5.202474794,-1.669533666,-0.677733658,-0.794063076,-0.281786423,-0.092859087,2,-0.248191053,-0.239567013,-0.235776255,-0.377755099,-1.368325149,-0.225653224,-0.285506267,-0.218985995,-4.14800737,-1.762645108,-0.51669182,-0.332082383,0.106982199,0
0,1,0.503462531,3.727483518,-0.236081294,-0.238944437,-0.378800226,-1.355655393,0.816018032,-0.282739917,-0.274323269,-0.143542313,-5.202474794,-1.66886871,-0.635899068,-1.184820726,-0.852698023,-0.746833513,3,-0.248191053,-0.239567013,-0.235776255,-0.377755099,-1.368325149,-0.225653224,-0.285506267,-0.218985995,-4.14800737,-1.761151361,-0.42190701,-0.804879288,-0.708656108,0
0,1,0.61117133,5.056427978,-0.236081294,-0.238944437,-0.378800226,-1.355655393,1.605472978,3.536819321,-0.274323269,-0.143542313,-5.202474794,-1.668572637,-0.617272159,-1.201758718,-0.930304487,-0.746833513,4,-0.248191053,-0.239567013,-0.235776255,-0.377755099,-1.368325149,-0.225653224,-0.285506267,-0.218985995,-4.14800737,-1.760783441,-0.398560878,-0.933020971,-0.954702978,0
0,0,0.503462531,-0.259349861,-0.236081294,-0.238944437,-0.378800226,-0.792315372,0.026563087,-0.282739917,-0.274323269,-0.143542313,-5.202474794,-1.666311043,-0.917616467,-1.338674152,-0.516794114,-0.746833513,0,-0.248191053,-0.239567013,-0.235776255,-0.377755099,-1.368325149,-0.225653224,-0.285506267,-0.218985995,-4.14800737,-1.758949168,-0.933638759,-1.377824307,-0.634235037,0
0,0,0.395753731,-0.259349861,-0.236081294,-0.238944437,-0.378800226,-0.792315372,-0.762891858,-0.282739917,-0.274323269,-0.143542313,-5.202474794,-1.658942288,-0.454023774,-0.51699942,0.557660736,0.561115339,0,1.170316272,-0.239567013,-0.235776255,-0.377755099,-1.368325149,-0.225653224,-0.285506267,-0.218985995,-4.14800737,-1.750671162,-0.408362874,-0.488067937,0.77402782,1
0,1,0.503462531,-0.259349861,-0.236081294,-0.238944437,-0.378800226,-0.792315372,-1.552346804,-0.282739917,-0.274323269,-0.143542313,0.089868149,-1.648168884,0.223766692,0.767191765,1.273937918,2.196051403,1,1.170316272,-0.239567013,-0.235776255,-0.377755099,-1.368325149,-0.225653224,-0.285506267,-0.218985995,-4.14800737,-1.737004479,0.45884813,1.256066121,1.951710085,0
0,0,0.395753731,-0.259349861,-0.236081294,-0.238944437,-0.378800226,-0.792315372,-0.762891858,-0.282739917,-0.274323269,-0.143542313,-0.96860044,-1.647917761,0.239565677,0.520771303,-0.939761065,-0.746833513,0,2.588823596,-0.239567013,-0.235776255,-0.377755099,-1.368325149,-0.225653224,-0.285506267,-0.218985995,-4.14800737,-1.73665254,0.481180262,1.061658022,-0.958195364,1
2,0,0.288044932,-0.259349861,-0.236081294,-0.238944437,-0.378800226,-0.792315372,-1.552346804,-0.282739917,-0.274323269,-0.143542313,-1.674239109,-1.647337503,0.276071615,-0.311284778,-0.87051703,-0.746833513,0,4.00733092,-0.239567013,-0.235776255,-0.377755099,-1.368325149,4.4315786,-0.285506267,-0.218985995,-4.14800737,-1.735880174,0.530190238,0.077292372,-0.866312365,2
0,0,0.395753731,-0.259349861,-0.236081294,-0.238944437,-0.378800226,-0.792315372,0.026563087,-0.282739917,-0.274323269,-0.143542313,-1.674239109,-1.644628642,-0.917616467,-1.29974409,-0.422697253,-0.746833513,0,-0.248191053,-0.239567013,-0.235776255,-0.377755099,-0.793288053,-0.225653224,-0.285506267,-0.218985995,-4.14800737,-1.732853872,-0.933638759,-1.318194513,-0.373719713,0
0,1,0.503462531,-0.259349861,1.178502587,-0.238944437,-0.378800226,-0.792315372,0.816018032,-0.282739917,-0.274323269,-0.143542313,-1.674239109,-1.636441137,-0.402513475,-0.326993399,0.729911135,1.215089765,1,-0.248191053,-0.239567013,-0.235776255,-0.377755099,-0.793288053,-0.225653224,-0.285506267,-0.218985995,-4.14800737,-1.722978248,-0.306987066,-0.069162395,1.123183213,0
0,0,0.395753731,-0.259349861,1.178502587,-0.238944437,-0.378800226,-0.792315372,1.605472978,-0.282739917,-0.274323269,-0.143542313,-1.674239109,-1.634850443,-0.302437657,-0.203145717,-0.657939405,-0.4198463,0,-0.248191053,-0.239567013,-0.235776255,-0.377755099,-0.793288053,-0.225653224,-0.285506267,-0.218985995,-1.786063059,-1.721125332,-0.189411409,0.072551928,-0.630160587,1
0,1,0.503462531,-0.259349861,2.593086469,-0.238944437,-0.378800226,-0.792315372,0.816018032,-0.282739917,3.645334215,-0.143542313,-1.674239109,-1.632705495,-0.167491892,-0.272263652,-0.541334325,-0.092859087,1,-0.248191053,-0.239567013,-0.235776255,-0.377755099,-0.793288053,-0.225653224,-0.285506267,-0.218985995,-2.048503416,-1.718160286,-0.001266216,0.064518123,-0.38710719,0
