0,-0.127286917,-0.241719948,-0.264765699,-0.25409421,-0.370239718,-1.349793186,0,-0.162865585,-0.275221813,-0.219249659,-5.988883581,-1.669080499,-0.844728612,-0.291185248,1.793671111,1.999406521
0,-0.254573835,-0.241719948,-0.264765699,-0.25409421,-0.370239718,-1.349793186,-0.782522698,-0.162865585,-0.275221813,-0.219249659,-5.988883581,-1.668707075,-0.825861203,-0.241226327,-1.08008239,-0.881748978
0,-0.381860752,-0.241719948,-0.264765699,-0.25409421,-0.370239718,-1.349793186,-1.565045395,-0.162865585,-0.275221813,-0.219249659,-5.988883581,-1.664682009,-0.622492761,0.297271957,-0.154366419,-0.161460103
1,-0.254573835,-0.241719948,-0.264765699,-0.25409421,-0.370239718,-1.349793186,-2.347568093,-0.162865585,3.633432931,-0.219249659,-1.360272252,-1.660987315,-0.435816579,-0.774988967,-0.238118209,0.198684334
0,-0.381860752,-0.241719948,-0.264765699,-0.25409421,-0.370239718,-1.349793186,-1.565045395,-0.162865585,-0.275221813,-0.219249659,-2.285994518,-1.658303194,-0.300200022,-0.465849483,-0.49430491,-0.881748978
0,-0.254573835,-0.241719948,-0.264765699,-0.25409421,-0.370239718,-1.349793186,0,6.140032573,-0.275221813,-0.219249659,-2.285994518,-1.658100059,-0.844728612,-0.977171139,-1.123251749,-0.881748978
1,-0.127286917,1.40666102,-0.264765699,-0.25409421,-0.370239718,-1.349793186,0.782522698,-0.162865585,-0.275221813,-0.219249659,-2.285994518,-1.656456485,-0.76168623,-1.251582561,-0.758090711,-0.881748978
1,0,3.055041989,-0.264765699,-0.25409421,-0.370239718,-1.349793186,1.565045395,-0.162865585,-0.275221813,-0.219249659,-2.285994518,-1.6551385,-0.695094424,-1.434352855,-0.840629879,-0.881748978
1,0.127286917,4.703422957,-0.264765699,-0.25409421,-0.370239718,-1.349793186,2.347568093,-0.162865585,3.633432931,-0.219249659,-2.285994518,-1.649413097,-0.405815625,-0.695549591,0.276680438,1.279117646
0,0,-0.241719948,-0.264765699,-0.25409421,-0.370239718,-0.774020287,0,-0.162865585,-0.275221813,-0.219249659,-2.903136524,-1.647409493,-0.844728612,-0.647382537,-0.666820662,-0.881748978
0,-0.127286917,-0.241719948,-0.264765699,-0.25409421,-0.370239718,-0.774020287,-0.782522698,-0.162865585,-0.275221813,-0.219249659,-3.343965466,-1.640832645,-0.512430185,0.056180703,0.492527232,-0.161460103
1,0,-0.241719948,-0.264765699,-0.25409421,-0.370239718,-0.774020287,-1.565045395,-0.162865585,-0.275221813,-0.219249659,-1.360272252,-1.636985202,-0.31803625,-0.195064456,-0.199395132,-1.241893415
0,-0.127286917,-0.241719948,-0.264765699,-0.25409421,-0.370239718,-0.774020287,-0.782522698,-0.162865585,-0.275221813,-0.219249659,-1.874566514,-1.635091616,-0.222361887,-0.209783352,-0.694710978,-0.881748978
0,-0.254573835,-0.241719948,-0.264765699,-0.25409421,-0.370239718,-0.774020287,-1.565045395,-0.162865585,-0.275221813,-0.219249659,-2.285994518,-1.629302752,0.070123244,-0.31520478,0.292767896,0.558828772
0,-0.381860752,-0.241719948,-0.264765699,-0.25409421,-0.370239718,-0.774020287,0,-0.162865585,-0.275221813,-0.219249659,-2.285994518,-1.625397909,-0.844728612,-0.307525356,-0.184843663,0.198684334
0,-0.509147669,-0.241719948,-0.264765699,-0.25409421,-0.370239718,-0.774020287,-0.782522698,-0.162865585,-0.275221813,-0.219249659,-2.285994518,-1.62217422,-0.68185018,-0.129576033,-0.357521098,0.198684334
0,-0.636434586,-0.241719948,-0.264765699,-0.25409421,-0.370239718,-0.774020287,-1.565045395,-0.162865585,-0.275221813,-0.219249659,-2.285994518,-1.614559057,-0.297090364,0.114757644,0.755747143,0.918973209
0,-0.763721504,-0.241719948,-0.264765699,-0.25409421,-0.370239718,-0.774020287,-2.347568093,-0.162865585,-0.275221813,-0.219249659,-2.285994518,-1.61221073,-0.178439975,-0.09348274,-0.579431005,-0.52160454
0,-0.636434586,-0.241719948,-0.264765699,-0.25409421,-0.370239718,-0.774020287,0,-0.162865585,-0.275221813,-0.219249659,-2.622624163,-1.60498908,-0.844728612,0.44138915,0.655988737,0.198684334
1,-0.509147669,-0.241719948,-0.264765699,-0.25409421,-0.370239718,-0.774020287,0.782522698,-0.162865585,-0.275221813,-0.219249659,-1.360272252,-1.600342173,-0.609941341,0.044277596,0.003274498,0.198684334
1,-0.381860752,-0.241719948,-0.264765699,-0.25409421,-0.370239718,-0.774020287,1.565045395,-0.162865585,3.633432931,-0.219249659,-0.292136873,-1.591244795,-0.150291927,0.947207219,1.131498417,0.918973209
1,-0.254573835,-0.241719948,-0.264765699,-0.25409421,-0.370239718,-0.774020287,2.347568093,-0.162865585,3.633432931,-0.219249659,0.623420962,-1.590256865,-0.100376269,0.113221759,-0.924300827,-0.52160454
0,-0.127286917,-0.241719948,-0.264765699,-0.25409421,-0.370239718,-0.198247387,0,-0.162865585,-0.275221813,-0.219249659,0.623420962,-1.588764127,-0.844728612,-0.308762596,-0.796328739,-0.881748978
1,0,-0.241719948,-0.264765699,0.952463573,-0.370239718,-0.198247387,0.782522698,-0.162865585,-0.275221813,-0.219249659,0.623420962,-1.582559428,-0.531233146,-0.695762909,0.398185206,-0.161460103
