True_Values,Predicted_Values
0,26.727176421221333
50,69.79039753382253
0,38.204874298107306
50,64.45325428717412
0,24.858924131551685
100,98.42633884855846
0,26.069665516008797
100,101.68230098825819
0,19.960064251109745
0,18.725445085008655
0,21.712247987356918
0,15.364809205040032
0,27.794772277542613
0,98.10572903763398
0,54.78554520557853
0,33.43065179168217
0,54.78554520557853
100,52.8767983417585
0,29.4993913371199
0,13.13092978893933
0,69.1098604969826
0,14.209525255033983
0,33.30556681892287
0,18.506506227716592
0,43.50425794572222
100,100.50550746675383
0,35.12364438798248
50,74.21356868201688
0,15.20100684101921
0,35.75522353440197
0,81.3960124029587
100,104.64678542189915
0,65.128005626177
50,60.505106336805675
0,15.581044857889745
100,81.78958990201168
0,5.695399348615067
100,89.52508163326665
0,7.768168471766267
0,15.436511430436674
0,4.28855277258703
50,59.31948472514872
0,17.231015764671852
100,99.9668585989404
0,17.400788890657044
100,63.79500679036153
0,10.304047024826906
100,98.35480937805806
0,12.396290072087984
0,-1.6868612560735885
0,11.21668640549262
0,-0.4291109195324166
0,2.241469328959372
0,6.228880890754731
0,3.9464323142731703
0,6.712654386108536
0,4.023264123899695
0,-0.18309902675653836
0,4.466218204111041
0,15.62622546157337
0,12.616900973243462
0,12.930349617949615
0,12.616900973243462
0,7.976295926251793
0,7.817190431952555
0,6.131747997166863
0,31.185834208883357
0,6.131747997166863
0,-0.23369838035044135
0,6.131747997166863
0,26.459135096821374
0,2.63177335995057
0,24.909541760756298
100,90.95720899529503
0,11.20622829861272
0,1.2731257799345301
0,2.7680866198152927
0,2.0630259762293726
0,-0.34076143744614107
0,0.0
0,0.0
0,27.491031850352954
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,2.2746507180545215
0,0.6977089223324167
0,3.4977089223324174
0,3.45535703125
0,3.4977089223324174
0,3.4977089223324174
0,0.0
0,2.2746507180545215
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
50,74.8307828118563
0,24.998723052454398
0,19.14194479262444
0,12.799993896484375
0,12.8
0,13.015999673842067
0,17.62696037047235
0,40.003431011313836
100,101.32412146913853
0,25.71661860774153
100,100.3111289058074
0,19.045565588948786
0,12.799993896484375
0,33.19998210987383
0,12.799993896484375
0,27.636685997030177
100,99.94443817075427
0,23.483891040800525
100,99.44275075627212
0,15.074650718054523
50,74.87264089516883
0,25.132870528109454
0,19.074990176545043
0,12.799993896484375
0,0.0
0,0.0
0,0.0
0,0.0
0,4.249579431013017
0,0.0
0,0.0
0,0.0
0,2.724234679020541
0,0.0
0,0.0
0,0.0
0,2.1555926484589856
0,20.78176466097809
0,0.0
0,26.190063936628437
0,2.6605292363001958
0,24.32326106348915
0,6.6640821286035745
0,0.0
0,0.0
0,0.0
0,2.65682876310598
0,0.0
0,0.0
0,0.0
0,0.0
0,1.8461588546223886
0,2.7969789302354027
0,0.14015016712942252
0,2.7969789302354027
0,28.948725270568517
0,0.0
0,0.0
0,2.65682876310598
0,26.383617155273267
0,2.6605292363001958
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,2.759072649517532
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.24904980914058483
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,2.8000000000000003
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.14015016712942252
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,2.8000000000000003
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,2.8000000000000003
0,0.0
0,1.706008687492966
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,2.8000000000000003
0,2.239998531341553
0,0.0
0,0.0
0,0.0
0,0.0
0,0.4479202333784009
0,0.0
0,0.4479202333784009
0,2.1539289208713672
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,2.8000000000000003
0,0.0
0,0.0
0,0.0
0,2.759072649517532
0,0.0
0,10.947640659194978
0,1.706008687492966
0,0.0
0,0.24904980914058483
0,0.0
0,0.0
0,2.8000000000000003
0,0.0
0,0.0
0,2.8000000000000003
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.24904980914058483
0,0.0
0,0.0
0,2.8000000000000003
0,2.6462853336124557
0,2.6462853336124557
0,0.0
0,0.0
0,0.0
0,44.911047244626054
100,102.15560916647924
0,56.97575407854229
50,50.68916357329112
0,46.35300255990242
100,105.86637408236308
0,51.12126860118894
50,51.8420408521364
0,51.12126860118894
50,50.332685542556824
0,89.29213152240816
0,56.81137583556012
0,31.310563397033604
50,57.33439567571608
0,50.61157847067196
0,58.062122092783945
0,39.67318847988431
0,83.5876319184098
0,96.7989470006632
100,96.17636660571088
0,25.64648819330716
50,81.96174126304545
0,107.6905856634327
100,78.06110249403659
0,76.04635187868575
0,72.2268161623568
0,75.81922417794284
100,98.9775778578516
0,77.89020198973114
100,100.55855875978405
0,53.194962789682066
50,99.75993147148174
0,34.648172049801126
50,79.57004096919268
0,79.57004096919268
0,82.17692400121093
0,74.41718378443171
100,87.41220851050794
0,23.2322087868644
0,37.83093643965541
0,23.0587947481003
0,19.654911673273862
0,19.66321900313326
0,0.395278180417568
0,21.499828983207973
0,8.70455755536867
0,32.60324512426007
0,14.613853892077994
0,30.844894982563165
0,19.931487362134952
0,10.501744549239746
0,22.661739819015136
0,12.081370826141947
0,12.96876075597069
0,32.32722663658142
0,12.525698937052889
0,40.52567841816071
0,12.147483568845592
0,40.46710726731578
0,15.189740657591255
0,18.506206758138717
0,16.15591538851347
0,49.32497297044221
0,49.32497297044221
0,57.28541168528857
0,19.294782178497652
0,39.63484741753155
0,12.159995269775392
0,17.254921912786838
0,17.219785389197202
0,32.749790493313704
0,32.749790493313704
0,23.359715701824623
0,32.96723136680603
0,20.16723136680603
0,1.0162427661979319
0,35.74920016369496
0,13.513928986281222
0,32.96723136680603
0,35.86482121591717
0,35.86482121591717
0,43.56497512574616
0,23.196976754621893
0,0.0
0,0.0
0,18.89007418412973
0,15.697589849111134
0,35.86481511240154
0,41.116970651106264
0,36.15970959830899
0,32.9672252632904
0,32.9672252632904
0,35.99697065110627
0,46.935226209335326
0,12.8
0,12.8
0,12.8
0,18.845881167424025
0,39.61570767570157
0,36.42322334068298
0,41.372022723846435
50,62.56969614451904
0,44.56450705886503
50,59.5399568602188
0,21.204791357040406
0,8.191752152701408
0,5.162006764885544
0,23.623229444198607
0,3.4559980773925782
0,0.9148897213057766
0,27.3037265411401
0,0.5296867094941669
0,30.7785986662658
0,4.325270203344937
0,4.971082000680617
0,0.6235562139271689
0,27.88154980531128
0,14.722008361335034
0,12.159995269775392
0,12.159995269775392
0,13.428340803366453
0,15.352479604793986
0,12.159995269775392
0,12.159995269775392
0,12.159995269775392
0,12.159995269775392
0,12.159995269775392
0,12.159995269775392
0,16.027035578820964
0,14.481743367908978
0,35.51971097160002
0,18.98484113420973
0,28.62389500180799
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,2.5643075805453255
0,3.24940959782181
0,8.551652735624048
0,0.0
0,13.213407905694664
0,0.0
0,0.0
0,15.845217356670958
0,1.2407673885070711
0,-0.4060820134327574
0,20.16723136680603
0,20.16723136680603
0,0.0
0,-0.4871199931240111
0,28.562551708504092
0,3.3664565879797435
0,3.1924843350185945
0,-0.3932504886910091
