True_Values,Predicted_Values
0,36.184583262581626
50,55.22434314756164
0,20.9642490143174
50,58.1428327919123
0,32.96588758734875
100,99.78563526050773
0,32.96588758734875
100,99.8773607505936
0,33.53483479460298
0,54.958579010166396
0,82.43814923530246
0,51.774699634387964
0,51.6177690932222
0,89.24441535034572
0,34.64225987237173
0,66.1857097822437
0,34.88358887091308
100,77.79002570844848
0,67.8555675589535
0,44.146797679184054
0,84.474855101177
0,44.31215962383113
0,44.18879648016559
0,49.3843197335931
0,66.11213817265619
100,100.97335704260794
0,60.24438997488041
50,74.9002858319389
0,36.59254542375609
0,36.40029158567111
0,69.197950446076
100,82.067085514698
0,52.09381358470597
50,56.28137527509388
0,40.27962996660294
100,88.0637133934721
0,19.493801663709462
100,87.49342208656266
0,26.228036202846734
0,26.10646087674025
0,33.63986981062711
50,64.40048619055855
0,21.155710316980326
100,102.22091703600212
0,21.160891961610446
100,95.29882688619956
0,23.206611455480054
100,101.44340632313997
0,4.73512231760054
0,4.879535454776223
0,5.595382396107954
0,20.214877827585983
0,28.352350924686007
0,4.7554569579844745
0,29.534424967751203
0,4.493793319059194
0,27.70806839224037
0,4.498974963689315
0,10.84159963578521
0,16.204766921646392
0,19.21276308509834
0,19.21276308509834
0,25.35932740205629
0,8.242677764398724
0,12.769290228607666
0,13.226197870532273
0,11.813899013377242
0,14.577172803715419
0,-0.13137372239053935
0,21.407745084249537
0,37.29207464566274
0,0.3545130897755927
0,32.85811057221007
100,59.53818759598806
0,0.017560487648442036
0,-2.2446146856010376
0,6.675203383766107
0,10.185883042269616
0,10.637400548125807
0,2.77396404343564
0,-0.47904316142459635
0,50.99687208028851
0,4.982956420136918
0,4.922586488578444
0,-0.6994233524945452
0,4.495118312508004
0,0.0
0,0.0
0,3.184628615649881
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.3845385366109977
0,5.577325453574019
0,5.187042724602029
0,0.0
0,0.0
0,0.5662215051839227
0,6.421808133212748
0,1.2347654086107187
0,1.2347654086107187
0,1.2347654086107187
0,5.187042724602029
0,5.187042724602029
0,0.0
0,0.0
0,0.0
